"id","dim","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","condition"
"1258","2","414","414","414","414","263","266","266","266","266","266","267","270.346","274","274","278","278","278","278","278","278","268.28","266","266","265","265","259","250","241.10975","181.544","152","141","122.536607142857","94.1719999999999","52.1074999999996","19","16","15","15","15","15","15","15","12","12","12","12","12","12","12","12","13","20","16","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","9.87374999999929","-10","16","17","16","15","15","15","15","15","15","14","13","12","20","18","18","18","-85","-85","-85","-85","-85","-85","-85","-85","-85","-85","-85","-85","187.365499999999","402","267","267","267","267","65","87","87","87","87","87","87","86","86","86","81","81","81","81","81","81","81","81","81","81","81","81","82","88","129","148","159.1","188","230.552","230.981","217","215","214","214","214","214","214","214","213","213","213","213","213","213","213","213","216.6","238","223","219","219","219","218","218","218","218","218","218","218","218","218","218","218","218","218","224.085000000001","248","269","270","269","268","268","268","268","268","268","268","268","267","307.338","312","312","312","327","327","327","327","327","327","327","327","327","327","327","327","480.389785714285","592","complex"
"1261","2","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","408","326.3872","279","274.122","276.6078","239","205.548333333333","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","196","196","196","196","196","196","196","198","205.8155","202","200","200","201.554866666667","201","200","194","195","195","195","197","192","192","192","192","102.216","75","72","72","67","67","65","65","65","65","65","65","65","65","65","164.948000000005","444.642399999999","415","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","258","249","318.388","320","302","288","247.715","243","243","243","243","243","243","243","243","243","243","243","243","243","243","243","243","243","237","237","237","237","237","237","237","258.669","306.6032","354.616","361","361","379.7232","418.064","429.302666666667","464","478","478","478","486.236","506","506","506","506","284.592800000001","92","113","113","115","115","115","115","115","115","115","115","115","115","115","208.092000000003","594.892800000001","586","simple"
"1262","2","392","392","147.714285714286","-65.3571428571429","28","85.625","17.9","-17","40","43.0625","171","290.875","411.625","536.75","681.0625","590.214285714286","186","217.6125","391.825","464","467","513.74375","656.664285714286","675","672","505.25","330.65","89","135.1","205.45","279.5","391.8125","538.85","638","49.5","6","-6","-6","-60","-85","-1","3.25","88.85","171.6375","212.5","322.625","458.25","501.2","579.3","630","661.75","684.1875","714.9","737","325.5","143","182.3","208.0625","282.725","137.9125","106","69","112.125","119","133.35","183.303571428571","271.6125","368.89375","16","55.625","144.375","246.51875","313.9","433.5625","358.075","-109.535714285714","72.9428571428572","267.1875","351.4125","442.925","504","326.2875","30","114","239.357142857143","411.59375","204.5625","6.33750000000001","13","34","30","29","20","14","28.4","281","386","401","385","386.492857142857","407","265","265","144.642857142857","-20","19","18","46.15","6","13","19.4","40.25","45","50","44.43125","42","42","70","70","81","81","81","81","85","85","64","110","93.625","129","110.9","106","116","123.6625","138.65","146","159.1","177","131.75","125","104","90","43","42.9375","34","37","39.1","42.0625","47","48","48","49","49","50.775","52","55","-2.84999999999999","41.75","58","57","63.975","87.7125","91","108","111","111","111","111","115","118.35","160","162","162","160","163.7","181.40625","188.625","218.964285714286","235","235","235","241","249","247","280","272","273","288","287","301","302.4","306","306","306","306","304","316.4","503","586","556","568","570.171428571429","589","complex"
"1263","2","396","396","396","396","396","396","396","396","184.518","0","0","0","20.6800000000001","131.112142857143","210.782","295.18","342.922","378.67","434.106","552.4575","632.32","669","669","586.485","245.18","76.1875","7.15300000000002","-7","-7","68.2565","117.06","118","118","118","198.658","342.3075","383","383","383","383","383","383","383","383","383","383","383","290.545","242.254","177.02","85.4","31.2855000000003","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1.56999999999994","6","3.65600000000006","-3","-5","-5","-4","-4","-2.56600000000003","2.529","8","14","19","19","19","19","19","19","19","19","16","22.4961","87.5520000000001","215.133499999998","317.793","358.1475","361","370.621428571429","390","393","394","261","261","261","261","261","261","261","261","165.966","3","3","3","42.784","54","54","54","54","51","51","51","51","50","50","50","50","52.1875","67.978","75","75","75","75","75","75","75","73","62","62","62","62","62","62","62","62","62","62","62","62","73.897","90.74","119.989","162.2","171.02025","160","158","158","158","158","158","158","158","158","158","158","158","158","158","158","158","158","158","164.13","199.21","246.204","282.7535","288","301","302","302","307.695","326.058","334","327","319","319","319","311","311","311","311","311","331.72","426.6946","563.936","609.3435","608.236","591.2325","588","600.977571428572","619","605.79","595","simple"
"1265","2","413","413","413","36","64","88","88","58.803","57","44","68","116","138","138","262","407","404.264","440","521","552","561","627","657","702","733","721","483","210","180","189","252","320","320","320","320","320","509","132","132","118","118","118","118","87.5290000000015","61","68","117","163","187.878","189","159","157","157","85","81","94","136.872","119","52","24","11","-3","6","6","6","6","6","6","13","14","14","15","15","15","13","13","13","138","245","527","527","564","564","572","572","572","211","143","99","98.8905000000001","93","93","65","75","76","75","75","81","346","444","418","261","261","261","137","112","56","56","38.803","35","36","31","32","32","32","73","52","47","53","39","30","27","33","35","37","40","43","48","58","72","70","65","68","68","68","68","68","58","128","128","123","123","123","123","146.215999999999","160","178","178","183","180.264","180","190","191","191","207","218","220","221","224","221","217","219","239","250","250","250","250","250","250","270","286","298","299","299","299","307","307","307","370","409","473","473","503","503","507","507","507","389","371","364","364","364","364","396","415","415","448","456","512","557","572","588","simple"
"1278","2","395.470031738281","395.644781738281","434.909031738281","545.883281738281","778.608031738281","933.420031738281","951.470031738281","951.470031738281","951.470031738281","951.470031738281","951.470031738281","951.470031738281","951.470031738281","951.470031738281","951.470031738281","951.470031738281","951.470031738281","939.172031738281","908.948031738281","839.811531738281","716.070031738282","553.161531738281","468.169317452567","423.495531738281","387.890031738281","325.170031738281","249.078031738281","216.787531738281","197.362031738281","192.470031738281","192.470031738281","188.470031738281","186.014031738281","184.470031738281","184.470031738281","181.470031738281","194.294031738281","201.591031738281","204.470031738281","205.470031738281","205.470031738281","205.470031738281","205.470031738281","205.470031738281","193.710031738281","184.985031738281","179.114603166853","178.470031738281","184.364031738281","197.49546030971","204.470031738281","209.002031738281","211.702031738281","212.470031738281","212.470031738281","212.470031738281","212.470031738281","212.470031738281","212.470031738281","212.470031738281","212.470031738281","212.470031738281","212.470031738281","212.201531738281","211.470031738281","211.470031738281","211.470031738281","212.75546030971","215.470031738281","215.470031738281","216.470031738281","216.470031738281","214.470031738281","210.456531738281","207.470031738281","206.045031738281","184.326031738281","167.912531738281","147.437031738281","133.470031738281","133.470031738281","133.470031738281","133.470031738281","133.470031738281","133.470031738281","133.470031738281","133.470031738281","133.470031738281","133.50546030971","170.387781738281","249.80003173828","278.470031738281","291.734031738281","341.335174595424","345.877031738281","362.307531738281","384.916031738281","387.470031738281","396.304031738281","396.470031738281","398.470031738281","256","255.94175","245.204","227.42975","197.544","187.4225","184","184","184","184","184","184","184","184","184","184","184","181.0975","180","179","177","177","177","172.1025","159.415","139.65","115.337142857143","99.336","89","89","89","86","84.088","83","81.945","50.9775000000001","-4.70399999999975","-23.6735","-32.854","-34","-34","-34","-34","-34","-20.356","-10.545","6.57814285714275","32.706","48.0239999999999","97.0079999999996","123.3","144.596","156.232","167.8725","173","173","173","173","173","173","173","173","173","173","173","173","173","184.323571428571","216.08","228.5005","233","233","230.344","223.982","220.129","219.525","216","216","217","217","216.72","216","216","216","216","216","216","216","216.781714285714","273.532","395.072499999999","470.303499999999","551.983999999999","612.865142857143","613.598","605.7975","592.099","589","591","591","592","simple"
"1283","2","422.5","422.5","422.5","422.5","839.66","829.5","829.5","829.5","829.5","829.5","829.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","836.5","535.116874999997","54.5","28.3225000000001","16.5","16.5","19.5","85.4589285714285","908.5","863.769999999999","825.5","825.5","825.5","825.5","825.5","825.5","825.5","825.5","825.5","825.5","825.5","825.5","825.5","825.5","825.5","825.5","825.5","1000.125","1019.5","1019.5","1069.42","1082.5","1082.5","1082.5","1082.5","1082.5","1082.5","1082.5","1082.5","954.680000000003","543.719999999999","419.20625","407.5","265","265","265","265","228.945","227","227","227","227","227","227","229","229","229","229","229","229","229","229","229","229","229","229","229","229","229","229","230.919375","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","231","278.14875","250","238.1175","221","221","218","234.29375","370","364.30625","357","357","357","357","357","357","357","357","357","357","357","357","357","357","357","357","357","489.85625","518","518","519.56","512.015","509","509","509","509","509","509","509","663.950000000001","602.23","608.1825","597","complex"
"1286","2","399","399","399","399","377.054","8.09187499999996","-2","-2","40.641","44","79","107","107","107","107","107","107","107","107","107","107","107","107","107","107","107","107","107","107","107","107","107","107","107","107","88.8755357142854","16","16","29.078","142.178875","232.565","308","329.8505","349.284875","365.66","471.712500000001","655","675.2316","681.205","750.859428571429","530.080357142857","240.747000000003","80.7199999999998","34","251.11","457.674374999999","496.236571428571","194.01625","148","376.279625000001","507","337.628","117.660500000001","-9","-0.155999999999949","82.81625","84","44","28.24","13","13","13","13","14","14","14","14","14","14","14","14","14","14","13.81925","11","11","13.9829999999999","16.0470000000001","18","18","16","16","16","16","16","16","101.708000000005","451.391625","420.186","408.73575","394","257","257","257","257","238.9","45","92.2525000000001","121","123.956","124","155","174","174","174","174","174","174","174","174","174","174","174","174","174","174","174","174","174","174","174","174","174","174","174","174","202.333214285715","352","339","328","321.980125","171.435","193","183","151.903875","130","115.596875","112","57.0772","63.4700000000003","76.3610357142858","115.089285714286","117.559000000001","104.4505","131.697","127","144.69375","161","146.53725","139","133","141","182.448","179.32825","166","166","173","173.173","195","204.5695","211","211","211","203.168","203","203","203","203","203","203","203","203","225.615875","232","236.18075","242","266","291.932","299.094","304","304","305","305","305","305","305","305","301","384.891375","606.504000000001","621.4715","589","simple"
"1287","2","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","413","365.94","296","249","249","249","249","249","247","246.44","242","237","237","237","237","237","225.08","206.15","136.045714285713","128","113.06","103","84.2","81","76","76","76","71","67.3199999999999","54.525","36.3799999999998","29","19.35","16","16","16","16","16","18","18","17","17","17","16","16","16","55.8500000000006","269.25","336.28","405.485","415","415","415","415","415","415","414","410","408","408","408","408","408","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","267","234.58","180","116","116","116","116","116","116","116","119","121","121","121","121","121","130","142","133","134","146.88","160","167","167","166","166","166","168","177.942857142857","193","201.37","207.09","213","206","206","206","206","206","232.35","263.92","287","300","301","303","303","303","336.5","445.125","562.87","586.91","593","593","593","593","593","594","594","590.3","588","588","588","588","588","simple"
"1290","2","410","410","410","205","190.1995","183","182.11175","182","197","205","229.0875","255","291.38","332.351875","456.939666666667","488.356875","508","508","503.788","497","495","495","495","494","507.952","537.23125","592","608.82375","614.3795","634.29475","415.7125","286.042625","277","277","264.65525","130","284","286","284","284","284","280","280","280","280","280","277","275.501","257.999","258","262","267.94225","259.3845","162","293.34625","307","309","311","310","310","310","310","310","310","310","310","310","310","310","310","310","308","315","319","320","320","320","320","320","320","320","312","310","310","176.767666666667","111","111","107","107","95","90","88.83825","65.2950000000001","23","13","13","13","13","163.774000000005","407","391","265","265","265","49","57","66","67","68","81","78","80.10375","73","80","83","85","76.214375","73","73","76","75","74","74","74","72","72","69","76","76","76","72","38","71.0972500000001","79","79","78","64","100","100","133","133","133","128","128","128","128","148.526875000001","174","181.499","232.001","229","227","226","221","221","220.42625","213","212","210","209","209","209","209","209","209.371","211","211","211","211","211","211","211","245.902375","293","302","300","300","300","300","300","300","300","235.88075","218","218","199.971333333333","209","209","214","214","212","212","213","215","208.22025","213","213","213","213","350.966750000009","560.197375","587","complex"
"1294","2","671","672","673","641.559","682.565","269.275","160.213","115","238.587","358","302","299","269.835","276.512","235","241.08","241","458.428","527","477.932","464","571.19","656.672","665","646.176","657","668.488","676","676","664","654","671","674","484.192","300.728","218","247.736","298.244","513","459.468000000001","318.52","584.392","679","714.84","706","728.38","703","623","666","588.104","529.8","298.936","288.048","268","399","441.519999999999","524","528.96","474.435428571429","295.56","250","237.296","219.712","329","319","261.56","234.968","212.24","212","184.576","167","153.104","181.964","192.964","207.84","230.2","322.807999999998","355.360000000001","141.240000000002","107.027999999999","108.86","102.451999999999","151.12","148.536000000002","107","174.84","154.056","249","221.796","262.136","332.76","362","301.032000000001","85.1199999999999","37.0680000000004","10.14","10","9.96799999999993","223.543999999999","362","383","265","262.106","249.685","312.797","258.74","48.225","57","60","50","54","54","56","102.14","83.664","67","67","66","73","73","67","65","73.99","90","90","84.176","81","81","88","90.128","91","94","115","114","53.24","60.792","91.1599999999999","99.264","95","95","86.9200000000001","86","97","97","94","94","88.6200000000002","83","84.9280000000001","88","65","90","127.064","133","127","116","116","122.32","140","169.582857142857","177.492","187","189","183","183","197","217.628571428571","242.027428571429","277.444","282.168","322.296","340","401","387.764","401.596","420","420","416","416","416","417.132","456.66","465.492","466","471.568","500","222.760000000002","205.84","184.888","137","129.656","121","120","135.24","130","120.428","117.14","117","122.551999999999","405.367999999998","605","592","simple"
"1297","2","417","417","417","433","431.504","405","405","405","213","212","229","245.285","383","386","386","386","508.936","516","418","334","334","334","334","334","334","334","334","334","334","334","290.0275","414.594","411","411","411","403","-59","-57.919","-59","-59","-59","-59","-59","-53.8750000000018","405","405","421","421","421","421","421","421","421","421","421","421","421","394","402","402","402","138.720000000001","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","408","337.167999999999","339.950000000001","430","460.344999999999","476","476","474.34","168","167","167","168","172.825000000001","337","428.417","422","418","422","253","253","253","350","301.26","246.50625","256","256","214","117.317","36","53.2280000000001","237.732","252","252","252","262.008","261","254","-107","-107","-107","-107","-107","-107","-107","-107","-107","-107","-107","-104.577499999999","263.579","259","259","259","271","647","695.757","699","699","699","699","699","697.278000000001","377","377","256","256","256","256","256","256","256","256","256","256","256","344.977","265.539","261","258","561.837999999999","687","687","687","687","687","687","687","687","687","687","687","687","687","687","687","687","687","687","687","687","687","250.437","349.974000000003","393.950000000001","579","374.240000000005","245","245","244.17","237","207","207","205","204.765","392","466.834","537.630000000001","570","575","simple"
"1298","2","402.399993896484","402.399993896484","402.399993896484","402.399993896484","402.399993896484","394.399993896484","287.453327229818","220.399993896484","219.399993896484","258.292493896484","301.589993896484","323.399993896484","300.439993896484","266.399993896484","246.051993896484","188.007493896484","155.287993896484","146.399993896484","161.744993896484","198.399993896484","200.399993896484","206.427493896484","208.399993896484","208.399993896484","208.399993896484","208.399993896484","208.399993896484","193.399993896484","173.399993896484","173.399993896484","172.399993896484","173.399993896484","165.869993896484","143.248493896484","128.399993896484","128.399993896484","128.399993896484","139.399993896484","139.399993896484","137.399993896484","107.399993896484","101.399993896484","96.3999938964844","96.3999938964844","96.3999938964844","96.3999938964844","96.3999938964844","95.3999938964844","95.3999938964844","93.3999938964844","91.2999938964844","86.3999938964844","86.3999938964844","86.3999938964844","83.3999938964844","82.3999938964844","82.3999938964844","82.3999938964844","82.3999938964844","82.3999938964844","82.3999938964844","86.3999938964844","86.3999938964844","86.3999938964844","86.3999938964844","88.3999938964844","90.3999938964844","90.3999938964844","90.3999938964844","90.3999938964844","90.3999938964844","90.3999938964844","90.3999938964844","90.3999938964844","90.3999938964844","90.3999938964844","93.3999938964844","94.3999938964844","99.3999938964844","102.399993896484","83.8399938964845","53.9289938964845","26.7379938964845","22.3999938964844","14.3999938964844","14.3999938964844","14.3999938964844","197.473993896485","948.991993896484","1087.39849389648","1106.39999389648","1102.87599389648","1096.39999389648","1013.05899389648","994.583993896485","587.377493896485","490.063993896484","365.791993896484","366.835993896484","387.217993896484","395.399993896484","263","263","263","263","263","252.635","158.442666666667","91.326","90","101","88","91","99.292","103","107.087","111","105","97","90","90","85","108.0275","111","109","115","115","119","122","136.924","141","143","147","115","122.606","115","115","115","132","132","141","152","160","174.044","179","192.808","193","193","199","199","207","208.1","215","217","223.246","228","228","229.686","231","231","232","232","250.651","263.684","271","271","272","280","280","280","282","282","282","282","282","282","282","293","301.414","309","314","321.56","331.471","334","334","320.868","313","313","353.351","349.538","260.5025","254","382.048","382","415.815","448.862","665.2175","662.73","555.4935","560.545","577","591","complex"
"1306","2","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","479.108","785.613285714286","816.231","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","774.397","467.170500000001","63.6212500000001","24.8708571428571","13.5","10.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","59.8162499999996","328.679999999998","437.5","437.5","419.769","406.5","265","265","265","265","265","265","265","265","265","265","265","265","265","265","265","265","248.057142857143","175.886714285714","150.437","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","260.883","311.5965","366.48875","358.283107142857","335","317.311","309","309","309","309","309","309","309","309","309","309","309","309","309","344.412499999999","514.892","558","571.7025","599","599","complex"
"1309","2","397","397","397","397","502.216","644","642","642","642","642","642","642","642","642","642","642","642","642","645.112","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","659","500.910000000001","555","465.588","442","442","438","478","475","450.226","449","449","493","494","494","428.75","449.416","447.945999999999","117","99.5739999999992","14.4600000000002","16","19.6439999999999","12.0179999999999","10","10","10","28.9900000000002","33","33","63.0600000000007","21.3439999999999","27","17.3239999999998","15.152","16","16","697.686000000005","528.544000000001","440.154","416","265","265","265","265","634.944","739.08","749","749","749","749","749","749","749","749","749","749","749","749","733","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","749","702.681999999998","539","586","588","588","585","499.702","487","387.514","313","313","317","318","322","178.8","170.584","169.528000000001","35","190","113.4","111","213.784","208.09","190","189","189","238.188","225","224","271.080000000001","295","320.552","361.324","326.392","303","303","730.974000000002","638.840000000002","622.462","588","simple"
"1310","2","293","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","286","285","283","283","280","280","280","280","280","280","280","280","280","280","280","280","280","280","280","280","280","280","280","280","280","280","279","237","114","112","112","112","111.52","64","18","13","13","12","12","13","13","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","231","368","394","137","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","131","129","128","128","125","125","125","125","125","125","125","125","125","125","125","125","125","125","125","125","125","125","125","125","125","125","125","198","224","224","224","224","224","255","266","266","266","267","333","319","311","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","302","303","492","598","592","complex"
"1311","2","386.5","405.403071428571","422.5","423.5","423.5","421.5","421.5","420.5","418.5","418.5","407.5","402.411","398.5","398.5","398.5","398.5","398.5","392.817","355.718","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","373.4215","384.5","383.5","383.5","380.5","380.5","380.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","361.9","23.5093750000005","-21.5","-12.5","4.5","14.5","14.5","14.5","14.5","14.5","14.5","13.5","13.5","10.5","10.5","10.5","9.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","38.3812499999999","45.5","62.1437500000015","179.5","457.5","422.5","274","229.743357142857","207","206","205","203","203","203","203","203","207","208","208","208","208","208","208","208","193","193","193","193","193","193","193","193","193","193","193","193","193","193","193","193","300.2025","351","351","351","347","347","347","419","419","419","419","419","419","419","419","419","419","419","419","419","419","419","419","419","419","419","412.0225","336.20125","301","290","304","309","309","309","309","309","309","309","309","311","311","311","312","314","314","314","317","317","317","317","317","317","317","317","317","317","317","317","317","317","317","322.628125","399","412.505625","515","591","585","complex"
"1313","2","395","395","395","395","395","395","395","395","395","395","395","395","395","394.16875","267.39375","250.046875","250","250","250","250","250","250","250","335.08125","371","375","376","376","376","375","375","375","383.3","412","411","408","408","408","408","408","408","408","408","402.81875","392","383.09375","216.15","214","263.9","310","310","340.925","408.3","411","396.275","297.46875","188.9","161.03125","158","253.7875","307.125","299.46875","218.0625","112.59375","67","48.9375","36.5625","27.84375","19.45","18","15","15","15","16.975","25.6","58.75","164.625","269.689285714286","355.125","375.56875","377","377","378.725","401.45","414.3","416","416","416","429.85","433","433","433","433","433","417.66875","412","412","410.05625","407","405.065625","403","267","267","267","267","267","267","267","267","267","267","267","267","267","267","228.0125","225.953125","230","230","230","230","230","230","230","366.978125","412","416","415","412.35625","412","410","410","410","410.7","410.025","402","401","401","401","401","401","401","401","396.8125","349.91875","318","303.78125","220","221","236","237","237","262.4625","283","283","291.4875","374.21875","397.1","414.74375","416","351.375","334","330.23125","334.4375","335.225","336","333.28125","324.0375","320.2375","318","315","312","311","311","311","316.825","333.59375","399.675","498.396428571429","613.275","625","625","624","624","630.05625","642.1125","644","644","644","662.9","668","668","668","669","669","641.625","628","628","622.184375","611.56875","599.653125","591","simple"
"1318","2","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","397","278.315000000001","130.665","94.5775000000001","90","89.0074999999999","88","36.3437500000005","27","27","27","27","27","27","20","18","18","18","20","20","20","20","20","29.3974999999992","404","396.475","394.61125","403","403","401","266","266","266","266","266","266","266","266","266","266","266","266","266","266","266","266","266","266","266","265","265","265","265","265","265","265","265","265","265","265","265","265","265","265","265","265","265","264","264","263","263","263","263","263","263","263","263","263","263","263","263","263","263","263","263","263","263","261","261","261","261","261","261","261","261","261","261","261","261","261","261","261","233.95","194","203","205","245.757499999999","297","285.2375","278","277","277","277","277","277","306","313","313","317.57","322","313","313","313","313","316.29125","440","449.15","538.491874999999","568.79875","590","591","complex"
"1321","2","224","220","269","20","-122","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","-110","621","725.292","587","587","587","587","587","885.225000000004","934","934","934","923","614","-77.88125","-119","-249","-249","-249","-119.806249999999","-153","-206.367750000001","-178","-160","-43","-79.9231428571438","-113","-114","-114","-114","-114","-114","-113.532","-8.99987499999997","19","19","19","33","15","15","15","-16.1704464285716","-293","304.836000000001","739","739","739","552.20775","485","485","485","485","485","485","485","485","447","388.875875","404.43625","405","405","405","405","413","405","311","311","304","181.699","80.7988571428571","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","59","24","33.2555000000002","42","42","42","42","42","34.0219999999997","29","29","29","27","25","-9.69374999999999","36.8829999999998","11","11","11","10.4074999999999","8","30.7190000000002","30","30","31","33.7870000000003","41","41","41","41","41","41","42.670000000001","196.03825","221","221","221","220","211","211","211","201","470","571.694285714286","550","550","550","533.67375","520","520","520","520","520","520","520","520","532","578.414625","591","591","591","591","591","586","588","complex"
"1322","2","406.399993896484","406.399993896484","422.963993896484","439.399993896484","439.399993896484","438.319993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","419.399993896484","429.399993896484","429.399993896484","429.399993896484","429.399993896484","429.399993896484","429.399993896484","292.894993896479","18.3999938964844","25.4879938964841","19.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","18.3999938964844","160.439993896491","502.399993896484","502.399993896484","502.399993896484","502.399993896484","502.399993896484","502.399993896484","502.399993896484","502.399993896484","502.399993896484","478.559993896483","374.059993896485","383.399993896484","383.399993896484","383.399993896484","383.399993896484","383.399993896484","383.399993896484","383.399993896484","383.399993896484","384.399993896484","267","267","260.484","258","258","258","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","272","291","291","291","291","291","291","271.105","171","223","217","216","216","216","216","216","216","216","216","216","216","216","216","216","216","216","216","216","216","271","264.188","264","302.215000000001","339","339","339","339","339","339","339","339","339","575.030000000001","596","592","592","592","592","592","592","592","592","589","simple"
